pred.tot,simulated.tot,cl.ultimate,exact.tot,msep,msep.cl,aj.error,cl.error
602368672.91268,598483278.009743,664863398.535773,599047873.194483,4810460.69183692,9004271.44788608,0.00554346299651765,0.109866887583327
