pred.tot,simulated.tot,cl.ultimate,exact.tot,msep,msep.cl,aj.error,cl.error
429981993.97629,457052929.783363,491785341.766866,457054564.395038,3714605.05145492,6476185.08549236,-0.0592326880152297,0.075988251901167
