pred.tot,simulated.tot,cl.ultimate,exact.tot,msep,msep.cl,aj.error,cl.error
2611919407.1646,2705632442.30912,3528017719.52819,2681887151.53733,16957145.4237007,39672169.3067511,-0.0260889964488729,0.315498199656101
