k,True amount,EI_ajr,EI_cl,msep_ajr,msep_cl,mean_crps,reserve_aj,reserve_cl
4,999600536,-0.00586674306046464,0.0172565685999544,1584717.21242168,1758483.06214039,30531.1007280965,9640996.49218523,32755071.2220353
5,999600536,-0.00685713194747806,0.0172565685999544,1453262.48490274,1758483.06214039,30664.4491257281,8651003.22987819,32755071.2220353
6,999600536,-0.00518064084681813,0.0172565685999544,1673103.24014705,1758483.06214039,30517.3380840542,10326824.6326971,32755071.2220353
