actual.tot,pred.tot,cl.tot,aj.msep,cl.msep,mcrps
110522371.03045,110772402.152606,139413514.302442,1028495.56960667,439314.730597565,26651.4147392849
108705471.402841,107783349.898398,138943205.79556,776068.292630279,1346755.26038427,26514.0745774833
108077117.001994,105679089.204518,134558862.865436,636465.752076007,685419.340229408,27236.0897002639
110868078.231515,105545772.149661,139465105.193763,602987.715474776,1732219.20828491,33165.4226082661
107364512.128919,105317403.391941,137974621.721882,616273.071668202,1404881.10395511,26526.8380940355
109247120.396112,109323576.652113,134763152.379518,916099.734374528,1618428.15073383,28140.205054307
108033991.521412,105987591.556257,132955445.948481,855741.098677596,1594944.0389663,32579.5032701313
110145299.52362,107706626.473169,136480432.973963,619119.986468423,598469.178469917,26206.1123298764
107344689.68112,106663512.689948,133556719.660061,1044817.65774145,1237154.78420726,28560.0720291136
108958159.710322,106984055.837203,134885712.656367,855989.822725641,1449510.98919639,30313.6327168178
106962833.402183,107140327.391574,137173343.801315,826859.420767853,1513265.39373865,24518.7651554662
106733716.066007,105967621.499937,134917280.901474,848573.237384607,1265488.72662666,28243.0434487523
107174011.308107,105562451.281223,138518593.497765,729935.779305109,1267094.17967295,26910.9371760962
109679334.147079,108957045.577569,131149479.79125,861740.563123798,1022510.14197556,28211.6077767602
108746671.144017,109734515.995079,140134087.879983,875952.673389137,1130802.17785172,24121.5877170157
108200403.850977,109313965.399758,140101438.482865,920253.58408112,918785.138258093,23919.4008545506
107799039.92941,106882553.9046,136214985.766908,781807.671212518,854709.950503754,26733.2293933326
107220559.870957,106423270.566604,128941581.09866,899007.849728523,1427353.1835882,29407.4098280554
108656930.639089,107523541.628366,140124011.397763,725057.178067089,803946.900379586,24986.1258187149
108013327.635939,101663038.091572,133619157.44513,474726.929955282,596010.133330843,37041.3536323421
