actual.tot,pred.tot,cl.tot,aj.msep,cl.msep,mcrps
28558289.8179704,27671950.2115467,30925894.0914946,257468.336480356,59093.5811439413,6123.49571233926
28984875.0585881,26552554.4614666,31666087.3944197,217280.171296143,289493.01949827,7269.16148647714
28548676.3980259,27296804.3808212,30210597.8487551,266148.366236416,181450.470235844,6661.14975301342
29647376.8717642,28155434.129791,32416621.4372278,276809.559173207,162449.755360719,6394.13756851367
28298052.9450005,26145192.6152073,30177559.8795648,215341.975154774,120796.566376459,6982.22643034224
28678066.0610593,26509298.3073538,31309262.7238469,232746.484195949,428255.770804983,3843.52111375039
28239754.1249185,26731866.1724207,29273445.1863374,247398.502651241,446506.891422286,6848.86675146562
28735856.3986709,26373688.6155175,31201566.2825366,209884.016250872,130301.664153494,7602.08890611389
28211302.3740483,25975277.2491518,30585713.6157061,202181.352974189,339346.84897531,7206.47210187632
28476937.6963372,27161920.4666984,30088528.3544141,240934.463817072,406176.087302162,6236.61992906449
28491646.8031933,26673607.305923,29936512.2566938,237069.813902361,403191.906618248,6489.70240572
28058007.0143007,26345034.8246771,29471621.8945811,247092.499989836,117827.165922515,7182.58474032592
28289763.3769507,26067121.2445438,31958652.4002642,222415.840396418,381091.58233456,3869.77713396509
29002965.5286427,27683403.840514,30408574.3319344,264180.233923078,108182.871992609,6394.72514358723
28916875.4098677,26775543.1555181,31973445.6651497,238017.30792267,135707.782959108,7352.29237479841
28816441.0472147,27009746.1160063,29507747.6954117,245649.363686153,195394.495157589,6832.88930998834
28554859.1592161,26183335.1946474,31024395.1296637,218487.037150327,210485.754499995,7335.24965140212
28140798.704142,26176578.7436627,31275947.8723773,208021.397630142,243708.296717361,7743.00805424885
28841811.9181995,26451574.6129986,31584299.4579485,224415.628604841,184788.376012292,7809.860506631
28381530.9326284,25902269.9503694,29820328.3066704,212098.891665596,146164.289827642,7264.45507127416
