pred.tot,simulated.tot,cl.ultimate,exact.tot,msep,msep.cl,aj.error,cl.error
2275515793.28789,2359151270.39135,2965967400.99146,2354523046.26031,16431272.0935663,31103637.4471603,-0.033555523314121,0.259689263055765
