k,True amount,EI_ajr,EI_cl,msep_ajr,msep_cl,mean_crps
4,999600536,-0.00518064084681813,0.0172565685999544,295499.368834494,2892349.13371108,93389.3128830594
5,999600536,0.0156926007940312,0.0172565685999544,294107.238480793,2892349.13371108,118639.604972139
6,999600536,0.0431982120030359,0.0172565685999544,291117.773603545,2892349.13371108,141863.723662213
