k,True amount,EI_ajr,EI_cl,msep_ajr,msep_cl,mean_crps
4,999600536,-0.0040220185865073,0.0172565685999544,813064.1578535,2892349.13371108,5151838.22916639
5,999600536,0.0159826009931385,0.0172565685999544,705641.188512317,2892349.13371108,6057208.29508383
6,999600536,0.0477327225219795,0.0172565685999544,1592498.99942488,2892349.13371108,25119064.2446486
